key,name,boundary_type,criticality,pos_x,pos_y,width,height
dg_admin_portal_0103_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0106_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0108_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0110_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0111_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0111_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0112_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0112_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0114_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0114_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0120_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0151_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0152_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0153_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0155_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0157_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0157_TB2,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0158_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0158_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0158_TB3,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0160_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0161_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0162_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0162_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0163_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0164_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0167_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0168_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0169_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0169_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0169_TB3,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0169_TB4,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0172_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0172_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0172_TB3,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0172_TB4,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0175_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0175_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0176_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0177_TB1,internet->vendor,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0177_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_admin_portal_0180_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0003_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0005_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0005_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0007_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0007_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0008_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0009_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0010_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0011_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0012_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0013_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0014_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0016_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0018_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0020_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0022_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0025_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0025_TB2,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0025_TB3,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0026_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0026_TB2,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0027_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0027_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0028_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0030_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0033_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0033_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0034_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0036_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0036_TB2,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0037_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0037_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0038_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0039_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0039_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0039_TB3,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0040_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0040_TB2,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0040_TB3,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0041_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0041_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0042_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0044_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0045_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0047_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0048_TB1,internet->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0051_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0052_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0052_TB2,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0053_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0053_TB2,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0054_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0054_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0055_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0056_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0058_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0058_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0059_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0061_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0062_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0062_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0063_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0068_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0069_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0073_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0076_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0079_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0080_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0081_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0083_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0083_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0083_TB3,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0086_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0087_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0095_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0095_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0095_TB3,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0097_TB1,internet->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0099_TB1,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0099_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0100_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0100_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0100_TB3,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0101_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0103_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0103_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0104_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0109_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0110_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0110_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0111_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0112_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0112_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0113_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0114_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0114_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0114_TB3,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0115_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0116_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0118_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0118_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0119_TB1,internet->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0121_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0122_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0123_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0123_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0125_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0125_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0126_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0126_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0128_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0130_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0130_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0131_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0132_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0132_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0133_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0134_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0134_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0136_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0138_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0139_TB1,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0143_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0145_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0146_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0146_TB2,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0147_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0147_TB2,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0148_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0151_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0152_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0154_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0155_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0155_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0157_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0157_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0157_TB3,internet->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0158_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0158_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0158_TB3,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0160_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0161_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0161_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0163_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0163_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0163_TB3,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0164_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0164_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0166_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0166_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0167_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0168_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0170_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0174_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0175_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0176_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0176_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0177_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0177_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0178_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0179_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0179_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0180_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0181_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0182_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0189_TB1,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0195_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0197_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0199_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0200_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0200_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0201_TB1,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0201_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0202_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0202_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0204_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0205_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0206_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0211_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0213_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0213_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0219_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0220_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0223_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0224_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0225_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0227_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0228_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0230_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0231_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0232_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0232_TB2,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0233_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0233_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0234_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0234_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0235_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0236_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0236_TB2,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0236_TB3,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0236_TB4,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0237_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0240_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0241_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0241_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0243_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0244_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0245_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0245_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0246_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0247_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0248_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0249_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0251_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0251_TB2,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0251_TB3,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0254_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0255_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0255_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0256_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0260_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0260_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0262_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0262_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0263_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0264_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0265_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0267_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0270_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0270_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0272_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0273_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0274_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0277_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0279_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0280_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0280_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0283_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0283_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0283_TB3,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0284_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0285_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0285_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0286_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0286_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0287_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0287_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0288_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0288_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0293_TB1,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_df_0293_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_df_0295_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_df_0296_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_df_0297_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_df_0299_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0081_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0081_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0084_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0085_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0087_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0088_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0089_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0089_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0090_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0090_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0090_TB3,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0091_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0094_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0096_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0098_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0099_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0100_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0100_TB2,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0123_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0123_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0123_TB3,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0124_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
