key,name,boundary_type,criticality,pos_x,pos_y,width,height
dg_file_upload_0125_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0125_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0126_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0126_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0127_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0128_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0129_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0129_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0133_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0134_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0134_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0138_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0141_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0142_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0143_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0144_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_file_upload_0148_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0022_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0022_TB2,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_iot_0023_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0024_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0024_TB2,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0025_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0026_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0027_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_iot_0029_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0029_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0032_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0035_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0035_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0035_TB3,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0035_TB4,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0036_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0036_TB2,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0037_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0037_TB2,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0038_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0039_TB1,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0039_TB2,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0040_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0040_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0042_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0042_TB2,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0046_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0047_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0047_TB2,dmz->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0047_TB3,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0048_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0053_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0054_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0054_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_iot_0054_TB3,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_iot_0055_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0057_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_iot_0057_TB2,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_iot_0058_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0061_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0061_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0063_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0063_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0063_TB3,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0064_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0065_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0066_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0066_TB2,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0069_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0070_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0071_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0071_TB2,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0073_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0073_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0074_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0075_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0075_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0077_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0078_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0079_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0079_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0091_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0092_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0092_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0092_TB3,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0092_TB4,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0093_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0093_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0093_TB3,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0094_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0096_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0096_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0097_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0097_TB2,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0098_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0099_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0099_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0100_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0101_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0103_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0105_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0106_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0109_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0109_TB2,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0110_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0110_TB2,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0111_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0111_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0111_TB3,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0112_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0113_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0113_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0113_TB3,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0113_TB4,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0113_TB5,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0113_TB6,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0115_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0116_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0116_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0117_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0117_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0118_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0119_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0119_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_microservice_0119_TB3,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0122_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0122_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0123_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0123_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0124_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0124_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0126_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0127_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0127_TB2,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0130_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0131_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0131_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0133_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0133_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0136_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0137_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0137_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0140_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0181_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0181_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0183_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0184_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0184_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0185_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0185_TB2,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0186_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0186_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0186_TB3,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0188_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0189_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0193_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0194_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0194_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0195_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0195_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0196_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0196_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0197_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0197_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0198_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0199_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0201_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0202_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0202_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0202_TB3,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0202_TB4,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0203_TB1,internet->vendor,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0203_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0204_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0208_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0208_TB2,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0209_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_oauth_0210_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0042_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0042_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0046_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0047_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0047_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0048_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0048_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0049_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0049_TB2,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_payment_0050_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0052_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0053_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0053_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0055_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0057_TB1,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_payment_0057_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0060_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_payment_0061_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0062_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0062_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0063_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0063_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0064_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0064_TB2,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0065_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0066_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_payment_0068_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0070_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0074_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_payment_0074_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0075_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0075_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_payment_0077_TB1,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0078_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0079_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0079_TB2,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0081_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0086_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0086_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0086_TB3,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_payment_0087_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_payment_0088_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_payment_0089_TB1,vendor->app,network,medium,0.0,0.0,400.0,200.0
dg_payment_0089_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_payment_0090_TB1,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0001_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0001_TB2,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0002_TB1,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0006_TB1,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0007_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0007_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0008_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0008_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0009_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0009_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0010_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0012_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0013_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0014_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0015_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0015_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0016_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0017_TB1,vendor->internet,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0017_TB2,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0017_TB3,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0017_TB4,app->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0020_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0022_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0022_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0023_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0025_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0026_TB1,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0026_TB2,app->vendor,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0028_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webapp_0029_TB1,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0141_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0141_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0142_TB1,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0142_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0144_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0144_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0144_TB3,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0144_TB4,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0145_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0145_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0146_TB1,dmz->app,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0146_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0148_TB1,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0148_TB2,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0149_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0151_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0151_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0151_TB3,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0152_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0152_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0153_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0155_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0155_TB2,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0156_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0156_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0157_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0157_TB2,internet->app,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0157_TB3,app->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0159_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0160_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0211_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0212_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0213_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0213_TB2,internal->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0214_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0216_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0217_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0218_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0219_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0220_TB1,internet->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0222_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0223_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0227_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0229_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0230_TB1,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0230_TB2,internal->app,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0230_TB3,app->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0231_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0233_TB1,dmz->internet,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0234_TB1,vendor->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0234_TB2,vendor->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0234_TB3,internal->vendor,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0235_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0235_TB2,dmz->internal,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0236_TB1,internal->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0237_TB1,internet->dmz,network,medium,0.0,0.0,400.0,200.0
dg_webhook_0237_TB2,internet->internal,network,medium,0.0,0.0,400.0,200.0
